Category,Crop,Name of Variety,Variety/Hybrid,Sponsoring organization,State,Description,Extra
PULSES,Lentil,Pant Lentil 14 (PL 320),Open Pollinated Variety,"ICAR-AICRP on Pulses, G.B. Pant University of Agriculture and Technology, Pantnagar, Uttarakhand",Jammu,"Suitable for timely sownrainfed / irrigatedconditions ofRabiseason in NWPZ, yield 15.55 q/ha, maturity 128 days, high seedprotein content (25.72%),resistant to rust,Stemplyliumblight, moderately resistant to wilt,Ascochytablight, moderately resistant to pod borer, aphid",
PULSES,Lentil,Pant Lentil 14 (PL 320),Open Pollinated Variety,"ICAR-AICRP on Pulses, G.B. Pant University of Agriculture and Technology, Pantnagar, Uttarakhand",Kashmir,"Suitable for timely sownrainfed / irrigatedconditions ofRabiseason in NWPZ, yield 15.55 q/ha, maturity 128 days, high seedprotein content (25.72%),resistant to rust,Stemplyliumblight, moderately resistant to wilt,Ascochytablight, moderately resistant to pod borer, aphid",
PULSES,Lentil,RKL 20-26(D) Kota Masoor 6,Variety,"ICAR-AICRP on Pulses, Agricultural  University, Kota, Rajasthan",North Western Plain Zone,"Suitable forrainfed normal sown conditionsinRabiseason, yield 17.37 q/ha in NWPZ, 16.0 q/ha in CZ, maturity 125 days (NWPZ), 111 days (CZ), protein (21.07 %), moderately resistant to rust and wilt",
PULSES,Lentil,RKL 20-26(D) Kota Masoor 6,Variety,"ICAR-AICRP on Pulses, Agricultural  University, Kota, Rajasthan",Central Zone of India,"Suitable forrainfed normal sown conditionsinRabiseason, yield 17.37 q/ha in NWPZ, 16.0 q/ha in CZ, maturity 125 days (NWPZ), 111 days (CZ), protein (21.07 %), moderately resistant to rust and wilt",
PULSES,Lentil,PSL-17,Open Pollinated Variety,National Capital Region of Delhi,Division of Genetics,"Suitable for salinity conditions,seed yield 12.95 q/ha, maturity 125 days,iron  67.0 ppm, zinc 41 ppm,protein 28.8%, moderately resistant to wilt and rust",
PULSES,Lentil,PSL-17,Open Pollinated Variety,National Capital Region of Delhi,ICAR-Indian Agricultural Research Institute,"Suitable for salinity conditions,seed yield 12.95 q/ha, maturity 125 days,iron  67.0 ppm, zinc 41 ppm,protein 28.8%, moderately resistant to wilt and rust",
PULSES,Lentil,PSL-17,Open Pollinated Variety,National Capital Region of Delhi,New Delhi,"Suitable for salinity conditions,seed yield 12.95 q/ha, maturity 125 days,iron  67.0 ppm, zinc 41 ppm,protein 28.8%, moderately resistant to wilt and rust",
PULSES,Field pea,Pant Pea 484,Open Pollinated Variety,"ICAR-AICRP on Pulses, G.B. Pant University of Agriculture and Technology, Pantnagar, Uttarakhand",Punjab,"Suitable for timely sownrainfed / irrigatedconditions ofRabiseason in NWPZ, yield 23.33 q/ha, maturity 120 days, protein content 26.17%, resistant toAscochytablight, moderately resistant to rust, powdery mildew, moderately resistant to aphid, pod borer",
PULSES,Field pea,Pant Pea 484,Open Pollinated Variety,"ICAR-AICRP on Pulses, G.B. Pant University of Agriculture and Technology, Pantnagar, Uttarakhand",Haryana,"Suitable for timely sownrainfed / irrigatedconditions ofRabiseason in NWPZ, yield 23.33 q/ha, maturity 120 days, protein content 26.17%, resistant toAscochytablight, moderately resistant to rust, powdery mildew, moderately resistant to aphid, pod borer",
PULSES,Field pea,Pant Pea 484,Open Pollinated Variety,"ICAR-AICRP on Pulses, G.B. Pant University of Agriculture and Technology, Pantnagar, Uttarakhand",Delhi,"Suitable for timely sownrainfed / irrigatedconditions ofRabiseason in NWPZ, yield 23.33 q/ha, maturity 120 days, protein content 26.17%, resistant toAscochytablight, moderately resistant to rust, powdery mildew, moderately resistant to aphid, pod borer",
PULSES,Field pea,Pant Pea 484,Open Pollinated Variety,"ICAR-AICRP on Pulses, G.B. Pant University of Agriculture and Technology, Pantnagar, Uttarakhand",North-West & Central Rajasthan,"Suitable for timely sownrainfed / irrigatedconditions ofRabiseason in NWPZ, yield 23.33 q/ha, maturity 120 days, protein content 26.17%, resistant toAscochytablight, moderately resistant to rust, powdery mildew, moderately resistant to aphid, pod borer",
PULSES,Field pea,Pant Pea 484,Open Pollinated Variety,"ICAR-AICRP on Pulses, G.B. Pant University of Agriculture and Technology, Pantnagar, Uttarakhand",Western Uttar Pradesh,"Suitable for timely sownrainfed / irrigatedconditions ofRabiseason in NWPZ, yield 23.33 q/ha, maturity 120 days, protein content 26.17%, resistant toAscochytablight, moderately resistant to rust, powdery mildew, moderately resistant to aphid, pod borer",
PULSES,Field pea,Pant Pea 484,Open Pollinated Variety,"ICAR-AICRP on Pulses, G.B. Pant University of Agriculture and Technology, Pantnagar, Uttarakhand",Plains of Uttarakhand,"Suitable for timely sownrainfed / irrigatedconditions ofRabiseason in NWPZ, yield 23.33 q/ha, maturity 120 days, protein content 26.17%, resistant toAscochytablight, moderately resistant to rust, powdery mildew, moderately resistant to aphid, pod borer",
PULSES,Field pea,Pant Pea 484,Open Pollinated Variety,"ICAR-AICRP on Pulses, G.B. Pant University of Agriculture and Technology, Pantnagar, Uttarakhand",Jammu,"Suitable for timely sownrainfed / irrigatedconditions ofRabiseason in NWPZ, yield 23.33 q/ha, maturity 120 days, protein content 26.17%, resistant toAscochytablight, moderately resistant to rust, powdery mildew, moderately resistant to aphid, pod borer",
PULSES,Field pea,Pant Pea 484,Open Pollinated Variety,"ICAR-AICRP on Pulses, G.B. Pant University of Agriculture and Technology, Pantnagar, Uttarakhand",Kashmir,"Suitable for timely sownrainfed / irrigatedconditions ofRabiseason in NWPZ, yield 23.33 q/ha, maturity 120 days, protein content 26.17%, resistant toAscochytablight, moderately resistant to rust, powdery mildew, moderately resistant to aphid, pod borer",
PULSES,Faba bean,HFB-3 (HB 14-21),Variety,"ICAR-AICRP on Pulses, CCS Haryana Agricultural University, Hisar, Haryana",Northern plain zone of the country (Haryana,"Suitable for irrigated, timely sownRabiseason in high fertility conditions, yield 23.65 q/ha, medium maturity (129 – 137 days), seedprotein 28.05%,moderately resistant toAlternarialeaf blight, root rot",
PULSES,Faba bean,HFB-3 (HB 14-21),Variety,"ICAR-AICRP on Pulses, CCS Haryana Agricultural University, Hisar, Haryana",Punjab,"Suitable for irrigated, timely sownRabiseason in high fertility conditions, yield 23.65 q/ha, medium maturity (129 – 137 days), seedprotein 28.05%,moderately resistant toAlternarialeaf blight, root rot",
PULSES,Faba bean,HFB-3 (HB 14-21),Variety,"ICAR-AICRP on Pulses, CCS Haryana Agricultural University, Hisar, Haryana",Delhi) & Central Zone (Uttar Pradesh,"Suitable for irrigated, timely sownRabiseason in high fertility conditions, yield 23.65 q/ha, medium maturity (129 – 137 days), seedprotein 28.05%,moderately resistant toAlternarialeaf blight, root rot",
PULSES,Faba bean,HFB-3 (HB 14-21),Variety,"ICAR-AICRP on Pulses, CCS Haryana Agricultural University, Hisar, Haryana",Chhattisgarh).,"Suitable for irrigated, timely sownRabiseason in high fertility conditions, yield 23.65 q/ha, medium maturity (129 – 137 days), seedprotein 28.05%,moderately resistant toAlternarialeaf blight, root rot",
PULSES,Mungbean,Lam Pesara 610 (LGG 610),Variety,"ICAR-AICRP on Pulses, RARS, Lam, Guntur, Acharya N.G. Ranga Agricultural University. Andhra Pradesh",South zone states,"Suitable forrice fallows and upland situationsduringRabiseason for mechanical harvesting, yield 11.17 q/ha, maturity 74 days, protein (23.16%), resistant to mungbean yellow mosaic virus",
PULSES,Mungbean,Lam Pesara 610 (LGG 610),Variety,"ICAR-AICRP on Pulses, RARS, Lam, Guntur, Acharya N.G. Ranga Agricultural University. Andhra Pradesh",Andhra Pradesh,"Suitable forrice fallows and upland situationsduringRabiseason for mechanical harvesting, yield 11.17 q/ha, maturity 74 days, protein (23.16%), resistant to mungbean yellow mosaic virus",
PULSES,Mungbean,Lam Pesara 610 (LGG 610),Variety,"ICAR-AICRP on Pulses, RARS, Lam, Guntur, Acharya N.G. Ranga Agricultural University. Andhra Pradesh",Telangana,"Suitable forrice fallows and upland situationsduringRabiseason for mechanical harvesting, yield 11.17 q/ha, maturity 74 days, protein (23.16%), resistant to mungbean yellow mosaic virus",
PULSES,Mungbean,Lam Pesara 610 (LGG 610),Variety,"ICAR-AICRP on Pulses, RARS, Lam, Guntur, Acharya N.G. Ranga Agricultural University. Andhra Pradesh",Tamilnadu,"Suitable forrice fallows and upland situationsduringRabiseason for mechanical harvesting, yield 11.17 q/ha, maturity 74 days, protein (23.16%), resistant to mungbean yellow mosaic virus",
PULSES,Mungbean,Lam Pesara 610 (LGG 610),Variety,"ICAR-AICRP on Pulses, RARS, Lam, Guntur, Acharya N.G. Ranga Agricultural University. Andhra Pradesh",Karnataka,"Suitable forrice fallows and upland situationsduringRabiseason for mechanical harvesting, yield 11.17 q/ha, maturity 74 days, protein (23.16%), resistant to mungbean yellow mosaic virus",
PULSES,Mungbean,Lam Pesara 610 (LGG 610),Variety,"ICAR-AICRP on Pulses, RARS, Lam, Guntur, Acharya N.G. Ranga Agricultural University. Andhra Pradesh",Kerala,"Suitable forrice fallows and upland situationsduringRabiseason for mechanical harvesting, yield 11.17 q/ha, maturity 74 days, protein (23.16%), resistant to mungbean yellow mosaic virus",
PULSES,Mungbean,Lam Pesara 610 (LGG 610),Variety,"ICAR-AICRP on Pulses, RARS, Lam, Guntur, Acharya N.G. Ranga Agricultural University. Andhra Pradesh",Odisha during rabi season for both rice fallows,"Suitable forrice fallows and upland situationsduringRabiseason for mechanical harvesting, yield 11.17 q/ha, maturity 74 days, protein (23.16%), resistant to mungbean yellow mosaic virus",
PULSES,Mungbean,Lam Pesara 610 (LGG 610),Variety,"ICAR-AICRP on Pulses, RARS, Lam, Guntur, Acharya N.G. Ranga Agricultural University. Andhra Pradesh",upland conditions,"Suitable forrice fallows and upland situationsduringRabiseason for mechanical harvesting, yield 11.17 q/ha, maturity 74 days, protein (23.16%), resistant to mungbean yellow mosaic virus",
PULSES,Mungbean,PMS-8,Open Pollinated Variety,National Capital Region of Delhi,Division of Genetics,"Suitable forSalt affected conditions[ECe 5.8-6.5 dS/m], Average seed yield 494.5 q/ha, Matures in 70 days",
PULSES,Mungbean,PMS-8,Open Pollinated Variety,National Capital Region of Delhi,ICAR-Indian Agricultural Research Institute,"Suitable forSalt affected conditions[ECe 5.8-6.5 dS/m], Average seed yield 494.5 q/ha, Matures in 70 days",
PULSES,Mungbean,PMS-8,Open Pollinated Variety,National Capital Region of Delhi,New Delhi,"Suitable forSalt affected conditions[ECe 5.8-6.5 dS/m], Average seed yield 494.5 q/ha, Matures in 70 days",
OILSEEDS,Safflower,ISF-123-sel-15,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana",Karnataka,"Suitable forlate sown rainfed condition, yield 16.31 q/ha, maturity 127 days, oil content high (34.3%), resistant toFusariumwilt, moderately tolerant to highly susceptible aphid infestations",
OILSEEDS,Safflower,ISF-123-sel-15,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana",Maharashtra,"Suitable forlate sown rainfed condition, yield 16.31 q/ha, maturity 127 days, oil content high (34.3%), resistant toFusariumwilt, moderately tolerant to highly susceptible aphid infestations",
OILSEEDS,Safflower,ISF-123-sel-15,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana",Andhra Pradesh,"Suitable forlate sown rainfed condition, yield 16.31 q/ha, maturity 127 days, oil content high (34.3%), resistant toFusariumwilt, moderately tolerant to highly susceptible aphid infestations",
OILSEEDS,Safflower,ISF-123-sel-15,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana",Telangana,"Suitable forlate sown rainfed condition, yield 16.31 q/ha, maturity 127 days, oil content high (34.3%), resistant toFusariumwilt, moderately tolerant to highly susceptible aphid infestations",
OILSEEDS,Safflower,ISF-300,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana",Maharashtra,"Suitablefor timely sown rainfed/irrigatedcondition, yield17.96 q/ha, maturity134 days, oil content 38.2%,resistant toFusariumwilt",
OILSEEDS,Safflower,ISF-300,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana",Karnataka,"Suitablefor timely sown rainfed/irrigatedcondition, yield17.96 q/ha, maturity134 days, oil content 38.2%,resistant toFusariumwilt",
OILSEEDS,Safflower,ISF-300,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana",Andhra Pradesh,"Suitablefor timely sown rainfed/irrigatedcondition, yield17.96 q/ha, maturity134 days, oil content 38.2%,resistant toFusariumwilt",
OILSEEDS,Safflower,ISF-300,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana",Telangana,"Suitablefor timely sown rainfed/irrigatedcondition, yield17.96 q/ha, maturity134 days, oil content 38.2%,resistant toFusariumwilt",
OILSEEDS,Safflower,ISF-300,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana",Madhya Pradesh,"Suitablefor timely sown rainfed/irrigatedcondition, yield17.96 q/ha, maturity134 days, oil content 38.2%,resistant toFusariumwilt",
OILSEEDS,Safflower,ISF-300,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana",Chhattisgarh,"Suitablefor timely sown rainfed/irrigatedcondition, yield17.96 q/ha, maturity134 days, oil content 38.2%,resistant toFusariumwilt",
OILSEEDS,Soybean,NRC 197,,"ICAR-Indian Institute of Soybean Research, Indore, Madhya Pradesh",Himachal Pradesh,"Suitable forrainfedKharifseason, yield 16.24 q/ha, maturity 112.67 days, non-shattering, tolerant to lodging, resistant to insect-pest complex, resistant to stem fly, highly resistant to semilooper, moderately resistant toSpodoptera litura",
OILSEEDS,Soybean,NRC 197,,"ICAR-Indian Institute of Soybean Research, Indore, Madhya Pradesh",Uttarakhand,"Suitable forrainfedKharifseason, yield 16.24 q/ha, maturity 112.67 days, non-shattering, tolerant to lodging, resistant to insect-pest complex, resistant to stem fly, highly resistant to semilooper, moderately resistant toSpodoptera litura",
OILSEEDS,Soybean,NRC 149,,"ICAR-Indian Institute of Soybean Research, Indore, Madhya Pradesh",Punjab,"Suitable forrainfedKharifseason,yield 24.0 q/ha, maturity 127 days, non-shattering, non-lodging, highly resistant to stemfly, defoliators, white fly, YMV, pod blight,Rhizoctoniaaerial blight",
OILSEEDS,Soybean,NRC 149,,"ICAR-Indian Institute of Soybean Research, Indore, Madhya Pradesh",Haryana,"Suitable forrainfedKharifseason,yield 24.0 q/ha, maturity 127 days, non-shattering, non-lodging, highly resistant to stemfly, defoliators, white fly, YMV, pod blight,Rhizoctoniaaerial blight",
OILSEEDS,Soybean,NRC 149,,"ICAR-Indian Institute of Soybean Research, Indore, Madhya Pradesh",Delhi,"Suitable forrainfedKharifseason,yield 24.0 q/ha, maturity 127 days, non-shattering, non-lodging, highly resistant to stemfly, defoliators, white fly, YMV, pod blight,Rhizoctoniaaerial blight",
OILSEEDS,Soybean,NRC 149,,"ICAR-Indian Institute of Soybean Research, Indore, Madhya Pradesh",North Eastern Plains of Uttar Pradesh,"Suitable forrainfedKharifseason,yield 24.0 q/ha, maturity 127 days, non-shattering, non-lodging, highly resistant to stemfly, defoliators, white fly, YMV, pod blight,Rhizoctoniaaerial blight",
OILSEEDS,Soybean,NRC 149,,"ICAR-Indian Institute of Soybean Research, Indore, Madhya Pradesh",Plains of Uttarakhand,"Suitable forrainfedKharifseason,yield 24.0 q/ha, maturity 127 days, non-shattering, non-lodging, highly resistant to stemfly, defoliators, white fly, YMV, pod blight,Rhizoctoniaaerial blight",
OILSEEDS,Soybean,NRC 149,,"ICAR-Indian Institute of Soybean Research, Indore, Madhya Pradesh",Eastern Bihar,"Suitable forrainfedKharifseason,yield 24.0 q/ha, maturity 127 days, non-shattering, non-lodging, highly resistant to stemfly, defoliators, white fly, YMV, pod blight,Rhizoctoniaaerial blight",
OILSEEDS,Groundnut,Girnar 6 (NRCGCS 637),,"ICAR-Directorate of Groundnut Research, Junagadh, Gujarat",Recommended for Zone I (Rajasthan,"Suitable for timely sownKharifseason, yield 30.30 q/ha, maturity123 days, oil content 51%, protein content 28%, moderately tolerant toearly and late seasons drought, moderately resistant to early leaf spot, rust,Alternariablight, collar rot, stem rot, dry root rot, less incidence of leaf hoppers, thrips,Spodoptera",
OILSEEDS,Groundnut,Girnar 6 (NRCGCS 637),,"ICAR-Directorate of Groundnut Research, Junagadh, Gujarat",Uttar Pradesh,"Suitable for timely sownKharifseason, yield 30.30 q/ha, maturity123 days, oil content 51%, protein content 28%, moderately tolerant toearly and late seasons drought, moderately resistant to early leaf spot, rust,Alternariablight, collar rot, stem rot, dry root rot, less incidence of leaf hoppers, thrips,Spodoptera",
OILSEEDS,Groundnut,Girnar 6 (NRCGCS 637),,"ICAR-Directorate of Groundnut Research, Junagadh, Gujarat",Punjab states,"Suitable for timely sownKharifseason, yield 30.30 q/ha, maturity123 days, oil content 51%, protein content 28%, moderately tolerant toearly and late seasons drought, moderately resistant to early leaf spot, rust,Alternariablight, collar rot, stem rot, dry root rot, less incidence of leaf hoppers, thrips,Spodoptera",
OILSEEDS,Groundnut,Girnar 6 (NRCGCS 637),,"ICAR-Directorate of Groundnut Research, Junagadh, Gujarat",Haryana) of India,"Suitable for timely sownKharifseason, yield 30.30 q/ha, maturity123 days, oil content 51%, protein content 28%, moderately tolerant toearly and late seasons drought, moderately resistant to early leaf spot, rust,Alternariablight, collar rot, stem rot, dry root rot, less incidence of leaf hoppers, thrips,Spodoptera",
OILSEEDS,Groundnut,TCGS 1707 (ICAR KONARK) Spanish Bunch,,"ICAR-AICRP on Groundnut, Acharya N.G. Ranga Agricultural University, Tirupati, Andhra Pradesh",Odisha,"Suitable for timelysown rainfed/ irrigatedKharif,yield 24.76 q/ha, maturity 110-115 days, oil content 49%, protein content29%, moderately resistant to foliar diseases (LLS and Rust), soil borne diseases (collar rot, stem rot and dry root rot), moderately resistant to sucking pests (LH and thrips)",
OILSEEDS,Groundnut,TCGS 1707 (ICAR KONARK) Spanish Bunch,,"ICAR-AICRP on Groundnut, Acharya N.G. Ranga Agricultural University, Tirupati, Andhra Pradesh",West Bengal,"Suitable for timelysown rainfed/ irrigatedKharif,yield 24.76 q/ha, maturity 110-115 days, oil content 49%, protein content29%, moderately resistant to foliar diseases (LLS and Rust), soil borne diseases (collar rot, stem rot and dry root rot), moderately resistant to sucking pests (LH and thrips)",
OILSEEDS,Sesame,Tanjila (CUMS-09A),Open Pollinated Variety,"ICAR-AICRP on Oilseeds, Institute of Agricultural Science, University of Calcutta, Kolkata, West Bengal",West Bengal,"Suitable for irrigated,summer crop with early or late sown condition,seed yield 963 kg/ha - 1147.7 kg/ha, oil yield 438.5 kg/ha - 558.0 kg/ha, oil content 46.17%, maturity 91days, high degree of resistance to diseases like root rot, phyllody and powdery mildew, no major insect pests are reported",
OILSEEDS,Sesame,Tanjila (CUMS-09A),Open Pollinated Variety,"ICAR-AICRP on Oilseeds, Institute of Agricultural Science, University of Calcutta, Kolkata, West Bengal",Bihar,"Suitable for irrigated,summer crop with early or late sown condition,seed yield 963 kg/ha - 1147.7 kg/ha, oil yield 438.5 kg/ha - 558.0 kg/ha, oil content 46.17%, maturity 91days, high degree of resistance to diseases like root rot, phyllody and powdery mildew, no major insect pests are reported",
OILSEEDS,Sesame,Tanjila (CUMS-09A),Open Pollinated Variety,"ICAR-AICRP on Oilseeds, Institute of Agricultural Science, University of Calcutta, Kolkata, West Bengal",Odisha,"Suitable for irrigated,summer crop with early or late sown condition,seed yield 963 kg/ha - 1147.7 kg/ha, oil yield 438.5 kg/ha - 558.0 kg/ha, oil content 46.17%, maturity 91days, high degree of resistance to diseases like root rot, phyllody and powdery mildew, no major insect pests are reported",
OILSEEDS,Sesame,Tanjila (CUMS-09A),Open Pollinated Variety,"ICAR-AICRP on Oilseeds, Institute of Agricultural Science, University of Calcutta, Kolkata, West Bengal",Maharashtra,"Suitable for irrigated,summer crop with early or late sown condition,seed yield 963 kg/ha - 1147.7 kg/ha, oil yield 438.5 kg/ha - 558.0 kg/ha, oil content 46.17%, maturity 91days, high degree of resistance to diseases like root rot, phyllody and powdery mildew, no major insect pests are reported",
OILSEEDS,Sesame,Tanjila (CUMS-09A),Open Pollinated Variety,"ICAR-AICRP on Oilseeds, Institute of Agricultural Science, University of Calcutta, Kolkata, West Bengal",Chhattisgarh,"Suitable for irrigated,summer crop with early or late sown condition,seed yield 963 kg/ha - 1147.7 kg/ha, oil yield 438.5 kg/ha - 558.0 kg/ha, oil content 46.17%, maturity 91days, high degree of resistance to diseases like root rot, phyllody and powdery mildew, no major insect pests are reported",
OILSEEDS,Sesame,Tanjila (CUMS-09A),Open Pollinated Variety,"ICAR-AICRP on Oilseeds, Institute of Agricultural Science, University of Calcutta, Kolkata, West Bengal",Telangana,"Suitable for irrigated,summer crop with early or late sown condition,seed yield 963 kg/ha - 1147.7 kg/ha, oil yield 438.5 kg/ha - 558.0 kg/ha, oil content 46.17%, maturity 91days, high degree of resistance to diseases like root rot, phyllody and powdery mildew, no major insect pests are reported",
OILSEEDS,Sesame,Tanjila (CUMS-09A),Open Pollinated Variety,"ICAR-AICRP on Oilseeds, Institute of Agricultural Science, University of Calcutta, Kolkata, West Bengal",Karnataka,"Suitable for irrigated,summer crop with early or late sown condition,seed yield 963 kg/ha - 1147.7 kg/ha, oil yield 438.5 kg/ha - 558.0 kg/ha, oil content 46.17%, maturity 91days, high degree of resistance to diseases like root rot, phyllody and powdery mildew, no major insect pests are reported",
OILSEEDS,Sesame,Tanjila (CUMS-09A),Open Pollinated Variety,"ICAR-AICRP on Oilseeds, Institute of Agricultural Science, University of Calcutta, Kolkata, West Bengal",Tamil Nadu,"Suitable for irrigated,summer crop with early or late sown condition,seed yield 963 kg/ha - 1147.7 kg/ha, oil yield 438.5 kg/ha - 558.0 kg/ha, oil content 46.17%, maturity 91days, high degree of resistance to diseases like root rot, phyllody and powdery mildew, no major insect pests are reported",
OILSEEDS,Sesame,Tanjila (CUMS-09A),Open Pollinated Variety,"ICAR-AICRP on Oilseeds, Institute of Agricultural Science, University of Calcutta, Kolkata, West Bengal",Kerala,"Suitable for irrigated,summer crop with early or late sown condition,seed yield 963 kg/ha - 1147.7 kg/ha, oil yield 438.5 kg/ha - 558.0 kg/ha, oil content 46.17%, maturity 91days, high degree of resistance to diseases like root rot, phyllody and powdery mildew, no major insect pests are reported",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Rajasthan,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Punjab,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Haryana,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Gujarat,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Madhya Pradesh,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Maharashtra,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Uttar Pradesh,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Chhattisgarh,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Telangana,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Andhra Pradesh,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Tamil Nadu,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
FORAGE CROPS,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh",Karnataka,"Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
